Anio,Mes,Fecha,Canal,Categoria,Ingresos_EUR,Litros,Tipo_Dato
2023,11,2023-11-01,Supermercados,Yogur helado,212119.51,50504.7,Real (base pública)
2023,12,2023-12-01,Supermercados,Yogur helado,191138.21,45509.1,Real (base pública)
2023,1,2023-01-01,Hostelería (HORECA),Tarrinas,250217.79,38495.1,Real (base pública)
2023,2,2023-02-01,Hostelería (HORECA),Tarrinas,281918.12,43372.0,Real (base pública)
2023,3,2023-03-01,Hostelería (HORECA),Tarrinas,421230.95,64804.8,Real (base pública)
2023,4,2023-04-01,Hostelería (HORECA),Tarrinas,538008.44,82770.5,Real (base pública)
2023,5,2023-05-01,Hostelería (HORECA),Tarrinas,753320.9,115895.5,Real (base pública)
2023,6,2023-06-01,Hostelería (HORECA),Tarrinas,1021101.96,157092.6,Real (base pública)
2023,7,2023-07-01,Hostelería (HORECA),Tarrinas,1295997.12,199384.1,Real (base pública)
2023,8,2023-08-01,Hostelería (HORECA),Tarrinas,1153997.89,177538.1,Real (base pública)
2023,9,2023-09-01,Hostelería (HORECA),Tarrinas,804535.16,123774.6,Real (base pública)
2023,10,2023-10-01,Hostelería (HORECA),Tarrinas,488086.5,75090.2,Real (base pública)
2023,11,2023-11-01,Hostelería (HORECA),Tarrinas,315573.6,48549.8,Real (base pública)
2023,12,2023-12-01,Hostelería (HORECA),Tarrinas,305976.5,47073.3,Real (base pública)
2023,1,2023-01-01,Hostelería (HORECA),Bombones y Palo,235569.51,36241.4,Real (base pública)
2023,2,2023-02-01,Hostelería (HORECA),Bombones y Palo,261594.25,40245.3,Real (base pública)
2023,3,2023-03-01,Hostelería (HORECA),Bombones y Palo,374888.58,57675.2,Real (base pública)
2023,4,2023-04-01,Hostelería (HORECA),Bombones y Palo,452940.58,69683.2,Real (base pública)
2023,5,2023-05-01,Hostelería (HORECA),Bombones y Palo,675846.03,103976.3,Real (base pública)
2023,6,2023-06-01,Hostelería (HORECA),Bombones y Palo,866145.3,133253.2,Real (base pública)
2023,7,2023-07-01,Hostelería (HORECA),Bombones y Palo,1072864.58,165056.1,Real (base pública)
2023,8,2023-08-01,Hostelería (HORECA),Bombones y Palo,1023909.26,157524.5,Real (base pública)
2023,9,2023-09-01,Hostelería (HORECA),Bombones y Palo,681989.65,104921.5,Real (base pública)
2023,10,2023-10-01,Hostelería (HORECA),Bombones y Palo,440044.81,67699.2,Real (base pública)
2023,11,2023-11-01,Hostelería (HORECA),Bombones y Palo,265194.46,40799.2,Real (base pública)
2023,12,2023-12-01,Hostelería (HORECA),Bombones y Palo,277667.8,42718.1,Real (base pública)
2023,1,2023-01-01,Hostelería (HORECA),Postres y Tartas,165271.54,25426.3,Real (base pública)
2023,2,2023-02-01,Hostelería (HORECA),Postres y Tartas,181622.43,27941.9,Real (base pública)
2023,3,2023-03-01,Hostelería (HORECA),Postres y Tartas,286381.16,44058.6,Real (base pública)
2023,4,2023-04-01,Hostelería (HORECA),Postres y Tartas,361827.24,55665.7,Real (base pública)
2023,5,2023-05-01,Hostelería (HORECA),Postres y Tartas,518427.82,79758.1,Real (base pública)
2023,6,2023-06-01,Hostelería (HORECA),Postres y Tartas,698026.59,107388.7,Real (base pública)
2023,7,2023-07-01,Hostelería (HORECA),Postres y Tartas,811620.1,124864.6,Real (base pública)
2023,8,2023-08-01,Hostelería (HORECA),Postres y Tartas,757214.94,116494.6,Real (base pública)
2023,9,2023-09-01,Hostelería (HORECA),Postres y Tartas,524054.25,80623.7,Real (base pública)
2023,10,2023-10-01,Hostelería (HORECA),Postres y Tartas,317584.55,48859.2,Real (base pública)
2023,11,2023-11-01,Hostelería (HORECA),Postres y Tartas,223067.69,34318.1,Real (base pública)
2023,12,2023-12-01,Hostelería (HORECA),Postres y Tartas,191939.52,29529.2,Real (base pública)
2023,1,2023-01-01,Hostelería (HORECA),Cucuruchos/Sándwich,116789.6,17967.6,Real (base pública)
2023,2,2023-02-01,Hostelería (HORECA),Cucuruchos/Sándwich,133177.87,20488.9,Real (base pública)
2023,3,2023-03-01,Hostelería (HORECA),Cucuruchos/Sándwich,193406.46,29754.9,Real (base pública)
2023,4,2023-04-01,Hostelería (HORECA),Cucuruchos/Sándwich,236768.06,36425.9,Real (base pública)
2023,5,2023-05-01,Hostelería (HORECA),Cucuruchos/Sándwich,337449.84,51915.3,Real (base pública)
2023,6,2023-06-01,Hostelería (HORECA),Cucuruchos/Sándwich,479507.3,73770.3,Real (base pública)
2023,7,2023-07-01,Hostelería (HORECA),Cucuruchos/Sándwich,575445.13,88530.0,Real (base pública)
2023,8,2023-08-01,Hostelería (HORECA),Cucuruchos/Sándwich,540880.55,83212.4,Real (base pública)
2023,9,2023-09-01,Hostelería (HORECA),Cucuruchos/Sándwich,356845.71,54899.3,Real (base pública)
2023,10,2023-10-01,Hostelería (HORECA),Cucuruchos/Sándwich,232769.66,35810.7,Real (base pública)
2023,11,2023-11-01,Hostelería (HORECA),Cucuruchos/Sándwich,138108.05,21247.4,Real (base pública)
2023,12,2023-12-01,Hostelería (HORECA),Cucuruchos/Sándwich,125827.69,19358.1,Real (base pública)
2023,1,2023-01-01,Hostelería (HORECA),Yogur helado,83886.9,12905.6,Real (base pública)
2023,2,2023-02-01,Hostelería (HORECA),Yogur helado,95648.83,14715.2,Real (base pública)
2023,3,2023-03-01,Hostelería (HORECA),Yogur helado,137457.01,21147.3,Real (base pública)
2023,4,2023-04-01,Hostelería (HORECA),Yogur helado,186862.61,28748.1,Real (base pública)
2023,5,2023-05-01,Hostelería (HORECA),Yogur helado,262149.15,40330.7,Real (base pública)
2023,6,2023-06-01,Hostelería (HORECA),Yogur helado,335676.23,51642.5,Real (base pública)
2023,7,2023-07-01,Hostelería (HORECA),Yogur helado,405672.61,62411.2,Real (base pública)
2023,8,2023-08-01,Hostelería (HORECA),Yogur helado,376520.97,57926.3,Real (base pública)
2023,9,2023-09-01,Hostelería (HORECA),Yogur helado,260796.1,40122.5,Real (base pública)
2023,10,2023-10-01,Hostelería (HORECA),Yogur helado,161984.94,24920.8,Real (base pública)
2023,11,2023-11-01,Hostelería (HORECA),Yogur helado,108064.74,16625.3,Real (base pública)
2023,12,2023-12-01,Hostelería (HORECA),Yogur helado,92681.78,14258.7,Real (base pública)
2023,1,2023-01-01,Exportación,Tarrinas,245498.17,64604.8,Real (base pública)
2023,2,2023-02-01,Exportación,Tarrinas,286247.37,75328.2,Real (base pública)
2023,3,2023-03-01,Exportación,Tarrinas,370196.33,97420.1,Real (base pública)
2023,4,2023-04-01,Exportación,Tarrinas,488181.52,128468.9,Real (base pública)
2023,5,2023-05-01,Exportación,Tarrinas,715120.26,188189.5,Real (base pública)
2023,6,2023-06-01,Exportación,Tarrinas,911883.37,239969.4,Real (base pública)
2023,7,2023-07-01,Exportación,Tarrinas,1129173.18,297150.9,Real (base pública)
2023,8,2023-08-01,Exportación,Tarrinas,1090760.57,287042.2,Real (base pública)
2023,9,2023-09-01,Exportación,Tarrinas,721359.63,189831.5,Real (base pública)
2023,10,2023-10-01,Exportación,Tarrinas,434512.67,114345.5,Real (base pública)
2023,11,2023-11-01,Exportación,Tarrinas,292817.35,77057.2,Real (base pública)
2023,12,2023-12-01,Exportación,Tarrinas,272491.95,71708.4,Real (base pública)
2023,1,2023-01-01,Exportación,Bombones y Palo,222426.88,58533.4,Real (base pública)
2023,2,2023-02-01,Exportación,Bombones y Palo,241474.06,63545.9,Real (base pública)
2023,3,2023-03-01,Exportación,Bombones y Palo,357320.95,94031.8,Real (base pública)
2023,4,2023-04-01,Exportación,Bombones y Palo,398846.7,104959.7,Real (base pública)
2023,5,2023-05-01,Exportación,Bombones y Palo,625227.97,164533.7,Real (base pública)
2023,6,2023-06-01,Exportación,Bombones y Palo,813870.75,214176.5,Real (base pública)
2023,7,2023-07-01,Exportación,Bombones y Palo,1073734.85,282561.9,Real (base pública)
2023,8,2023-08-01,Exportación,Bombones y Palo,906549.77,238565.8,Real (base pública)
2023,9,2023-09-01,Exportación,Bombones y Palo,596018.7,156847.0,Real (base pública)
2023,10,2023-10-01,Exportación,Bombones y Palo,379978.1,99994.3,Real (base pública)
2023,11,2023-11-01,Exportación,Bombones y Palo,226547.81,59617.8,Real (base pública)
2023,12,2023-12-01,Exportación,Bombones y Palo,224364.91,59043.4,Real (base pública)
2023,1,2023-01-01,Exportación,Postres y Tartas,153468.1,40386.3,Real (base pública)
2023,2,2023-02-01,Exportación,Postres y Tartas,178580.69,46995.0,Real (base pública)
2023,3,2023-03-01,Exportación,Postres y Tartas,252387.27,66417.7,Real (base pública)
2023,4,2023-04-01,Exportación,Postres y Tartas,348975.37,91835.6,Real (base pública)
2023,5,2023-05-01,Exportación,Postres y Tartas,482744.27,127037.9,Real (base pública)
2023,6,2023-06-01,Exportación,Postres y Tartas,602472.83,158545.5,Real (base pública)
2023,7,2023-07-01,Exportación,Postres y Tartas,711000.1,187105.3,Real (base pública)
2023,8,2023-08-01,Exportación,Postres y Tartas,744590.43,195944.9,Real (base pública)
2023,9,2023-09-01,Exportación,Postres y Tartas,446978.03,117625.8,Real (base pública)
2023,10,2023-10-01,Exportación,Postres y Tartas,328914.21,86556.4,Real (base pública)
2023,11,2023-11-01,Exportación,Postres y Tartas,206470.56,54334.4,Real (base pública)
2023,12,2023-12-01,Exportación,Postres y Tartas,173089.82,45550.0,Real (base pública)
2023,1,2023-01-01,Exportación,Cucuruchos/Sándwich,102101.18,26868.7,Real (base pública)
2023,2,2023-02-01,Exportación,Cucuruchos/Sándwich,132472.47,34861.2,Real (base pública)
2023,3,2023-03-01,Exportación,Cucuruchos/Sándwich,172708.09,45449.5,Real (base pública)
2023,4,2023-04-01,Exportación,Cucuruchos/Sándwich,237154.5,62409.1,Real (base pública)
2023,5,2023-05-01,Exportación,Cucuruchos/Sándwich,296873.66,78124.7,Real (base pública)
2023,6,2023-06-01,Exportación,Cucuruchos/Sándwich,421243.06,110853.4,Real (base pública)
2023,7,2023-07-01,Exportación,Cucuruchos/Sándwich,521245.28,137169.8,Real (base pública)
2023,8,2023-08-01,Exportación,Cucuruchos/Sándwich,509896.26,134183.2,Real (base pública)
2023,9,2023-09-01,Exportación,Cucuruchos/Sándwich,327459.86,86173.6,Real (base pública)
2023,10,2023-10-01,Exportación,Cucuruchos/Sándwich,217493.66,57235.2,Real (base pública)
2023,11,2023-11-01,Exportación,Cucuruchos/Sándwich,129195.35,33998.7,Real (base pública)
2023,12,2023-12-01,Exportación,Cucuruchos/Sándwich,123190.21,32418.5,Real (base pública)
2023,1,2023-01-01,Exportación,Yogur helado,80241.28,21116.1,Real (base pública)
2023,2,2023-02-01,Exportación,Yogur helado,90903.5,23922.0,Real (base pública)
2023,3,2023-03-01,Exportación,Yogur helado,128488.11,33812.7,Real (base pública)
2023,4,2023-04-01,Exportación,Yogur helado,150552.75,39619.2,Real (base pública)
2023,5,2023-05-01,Exportación,Yogur helado,212747.5,55986.2,Real (base pública)
2023,6,2023-06-01,Exportación,Yogur helado,329999.46,86841.9,Real (base pública)
2023,7,2023-07-01,Exportación,Yogur helado,378405.17,99580.3,Real (base pública)
2023,8,2023-08-01,Exportación,Yogur helado,349759.65,92042.0,Real (base pública)
2023,9,2023-09-01,Exportación,Yogur helado,257842.93,67853.5,Real (base pública)
2023,10,2023-10-01,Exportación,Yogur helado,151532.05,39876.8,Real (base pública)
2023,11,2023-11-01,Exportación,Yogur helado,103234.58,27167.0,Real (base pública)
2023,12,2023-12-01,Exportación,Yogur helado,88923.11,23400.8,Real (base pública)
2023,1,2023-01-01,Heladerías propias,Tarrinas,95978.13,10664.3,Real (base pública)
2023,2,2023-02-01,Heladerías propias,Tarrinas,105166.02,11685.1,Real (base pública)
2023,3,2023-03-01,Heladerías propias,Tarrinas,133668.0,14852.0,Real (base pública)
2023,4,2023-04-01,Heladerías propias,Tarrinas,182479.05,20275.5,Real (base pública)
2023,5,2023-05-01,Heladerías propias,Tarrinas,259481.07,28831.2,Real (base pública)
2023,6,2023-06-01,Heladerías propias,Tarrinas,361538.28,40171.0,Real (base pública)
2023,7,2023-07-01,Heladerías propias,Tarrinas,386467.92,42940.9,Real (base pública)
2023,8,2023-08-01,Heladerías propias,Tarrinas,409987.85,45554.2,Real (base pública)
2023,9,2023-09-01,Heladerías propias,Tarrinas,274852.17,30539.1,Real (base pública)
2023,10,2023-10-01,Heladerías propias,Tarrinas,149904.02,16656.0,Real (base pública)
2023,11,2023-11-01,Heladerías propias,Tarrinas,100056.81,11117.4,Real (base pública)
2023,12,2023-12-01,Heladerías propias,Tarrinas,86822.92,9647.0,Real (base pública)
2023,1,2023-01-01,Heladerías propias,Bombones y Palo,74395.09,8266.1,Real (base pública)
2023,2,2023-02-01,Heladerías propias,Bombones y Palo,86796.03,9644.0,Real (base pública)
2023,3,2023-03-01,Heladerías propias,Bombones y Palo,126117.61,14013.1,Real (base pública)
2023,4,2023-04-01,Heladerías propias,Bombones y Palo,151380.56,16820.0,Real (base pública)
2023,5,2023-05-01,Heladerías propias,Bombones y Palo,235593.71,26177.1,Real (base pública)
2023,6,2023-06-01,Heladerías propias,Bombones y Palo,273027.87,30336.4,Real (base pública)
2023,7,2023-07-01,Heladerías propias,Bombones y Palo,321945.02,35771.7,Real (base pública)
2023,8,2023-08-01,Heladerías propias,Bombones y Palo,342584.41,38064.9,Real (base pública)
2023,9,2023-09-01,Heladerías propias,Bombones y Palo,230577.11,25619.7,Real (base pública)
2023,10,2023-10-01,Heladerías propias,Bombones y Palo,142209.96,15801.1,Real (base pública)
2023,11,2023-11-01,Heladerías propias,Bombones y Palo,82641.19,9182.4,Real (base pública)
2023,12,2023-12-01,Heladerías propias,Bombones y Palo,83416.53,9268.5,Real (base pública)
2023,1,2023-01-01,Heladerías propias,Postres y Tartas,54224.88,6025.0,Real (base pública)
2023,2,2023-02-01,Heladerías propias,Postres y Tartas,66611.9,7401.3,Real (base pública)
2023,3,2023-03-01,Heladerías propias,Postres y Tartas,91889.27,10209.9,Real (base pública)
2023,4,2023-04-01,Heladerías propias,Postres y Tartas,110564.68,12285.0,Real (base pública)
2023,5,2023-05-01,Heladerías propias,Postres y Tartas,163274.1,18141.6,Real (base pública)
2023,6,2023-06-01,Heladerías propias,Postres y Tartas,213640.87,23737.9,Real (base pública)
2023,7,2023-07-01,Heladerías propias,Postres y Tartas,269857.42,29984.1,Real (base pública)
2023,8,2023-08-01,Heladerías propias,Postres y Tartas,276880.74,30764.6,Real (base pública)
2023,9,2023-09-01,Heladerías propias,Postres y Tartas,165448.09,18383.1,Real (base pública)
2023,10,2023-10-01,Heladerías propias,Postres y Tartas,112332.85,12481.4,Real (base pública)
2023,11,2023-11-01,Heladerías propias,Postres y Tartas,69019.4,7668.9,Real (base pública)
2023,12,2023-12-01,Heladerías propias,Postres y Tartas,61898.58,6877.7,Real (base pública)
2023,1,2023-01-01,Heladerías propias,Cucuruchos/Sándwich,40388.56,4487.6,Real (base pública)
2023,2,2023-02-01,Heladerías propias,Cucuruchos/Sándwich,42782.25,4753.6,Real (base pública)
2023,3,2023-03-01,Heladerías propias,Cucuruchos/Sándwich,61416.13,6824.0,Real (base pública)
2023,4,2023-04-01,Heladerías propias,Cucuruchos/Sándwich,76347.65,8483.0,Real (base pública)
2023,5,2023-05-01,Heladerías propias,Cucuruchos/Sándwich,128829.53,14314.4,Real (base pública)
2023,6,2023-06-01,Heladerías propias,Cucuruchos/Sándwich,158190.14,17576.7,Real (base pública)
2023,7,2023-07-01,Heladerías propias,Cucuruchos/Sándwich,182864.36,20318.3,Real (base pública)
2023,8,2023-08-01,Heladerías propias,Cucuruchos/Sándwich,186961.42,20773.5,Real (base pública)
2023,9,2023-09-01,Heladerías propias,Cucuruchos/Sándwich,121133.43,13459.2,Real (base pública)
2023,10,2023-10-01,Heladerías propias,Cucuruchos/Sándwich,75852.55,8428.1,Real (base pública)
2023,11,2023-11-01,Heladerías propias,Cucuruchos/Sándwich,51153.43,5683.7,Real (base pública)
2023,12,2023-12-01,Heladerías propias,Cucuruchos/Sándwich,46826.48,5203.0,Real (base pública)
2023,1,2023-01-01,Heladerías propias,Yogur helado,28234.86,3137.2,Real (base pública)
2023,2,2023-02-01,Heladerías propias,Yogur helado,31299.03,3477.7,Real (base pública)
2023,3,2023-03-01,Heladerías propias,Yogur helado,44497.15,4944.1,Real (base pública)
2023,4,2023-04-01,Heladerías propias,Yogur helado,51331.85,5703.5,Real (base pública)
2023,5,2023-05-01,Heladerías propias,Yogur helado,77442.01,8604.6,Real (base pública)
2023,6,2023-06-01,Heladerías propias,Yogur helado,120502.85,13389.2,Real (base pública)
2023,7,2023-07-01,Heladerías propias,Yogur helado,146485.45,16276.2,Real (base pública)
2023,8,2023-08-01,Heladerías propias,Yogur helado,130484.95,14498.3,Real (base pública)
2023,9,2023-09-01,Heladerías propias,Yogur helado,89520.96,9946.8,Real (base pública)
2023,10,2023-10-01,Heladerías propias,Yogur helado,55638.3,6182.0,Real (base pública)
2023,11,2023-11-01,Heladerías propias,Yogur helado,40906.82,4545.2,Real (base pública)
2023,12,2023-12-01,Heladerías propias,Yogur helado,34030.9,3781.2,Real (base pública)
2024,1,2024-01-01,Supermercados,Tarrinas,538240.81,128152.6,Real (base pública)
2024,2,2024-02-01,Supermercados,Tarrinas,573138.24,136461.5,Real (base pública)
2024,3,2024-03-01,Supermercados,Tarrinas,774969.15,184516.4,Real (base pública)
2024,4,2024-04-01,Supermercados,Tarrinas,1094432.73,260579.2,Real (base pública)
2024,5,2024-05-01,Supermercados,Tarrinas,1505745.31,358510.7,Real (base pública)
2024,6,2024-06-01,Supermercados,Tarrinas,1956824.19,465910.6,Real (base pública)
2024,7,2024-07-01,Supermercados,Tarrinas,2446233.5,582436.5,Real (base pública)
2024,8,2024-08-01,Supermercados,Tarrinas,2334318.92,555790.2,Real (base pública)
2024,9,2024-09-01,Supermercados,Tarrinas,1762206.57,419573.0,Real (base pública)
2024,10,2024-10-01,Supermercados,Tarrinas,1068327.13,254363.6,Real (base pública)
2024,11,2024-11-01,Supermercados,Tarrinas,661820.57,157576.3,Real (base pública)
2024,12,2024-12-01,Supermercados,Tarrinas,646433.55,153912.8,Real (base pública)
2024,1,2024-01-01,Supermercados,Bombones y Palo,471294.23,112212.9,Real (base pública)
2024,2,2024-02-01,Supermercados,Bombones y Palo,499178.21,118851.9,Real (base pública)
2024,3,2024-03-01,Supermercados,Bombones y Palo,785916.08,187122.8,Real (base pública)
2024,4,2024-04-01,Supermercados,Bombones y Palo,964256.84,229584.9,Real (base pública)
2024,5,2024-05-01,Supermercados,Bombones y Palo,1285930.76,306174.0,Real (base pública)
2024,6,2024-06-01,Supermercados,Bombones y Palo,1808372.63,430565.0,Real (base pública)
2024,7,2024-07-01,Supermercados,Bombones y Palo,2094978.28,498804.3,Real (base pública)
2024,8,2024-08-01,Supermercados,Bombones y Palo,1990861.54,474014.7,Real (base pública)
2024,9,2024-09-01,Supermercados,Bombones y Palo,1473657.3,350870.8,Real (base pública)
2024,10,2024-10-01,Supermercados,Bombones y Palo,971454.73,231298.7,Real (base pública)
2024,11,2024-11-01,Supermercados,Bombones y Palo,533681.2,127067.0,Real (base pública)
2024,12,2024-12-01,Supermercados,Bombones y Palo,536325.76,127696.6,Real (base pública)
2024,1,2024-01-01,Supermercados,Postres y Tartas,349388.45,83187.8,Real (base pública)
2024,2,2024-02-01,Supermercados,Postres y Tartas,391490.05,93211.9,Real (base pública)
2024,3,2024-03-01,Supermercados,Postres y Tartas,545129.24,129792.7,Real (base pública)
2024,4,2024-04-01,Supermercados,Postres y Tartas,691072.09,164541.0,Real (base pública)
2024,5,2024-05-01,Supermercados,Postres y Tartas,1045815.75,249003.8,Real (base pública)
2024,6,2024-06-01,Supermercados,Postres y Tartas,1346071.45,320493.2,Real (base pública)
2024,7,2024-07-01,Supermercados,Postres y Tartas,1708096.11,406689.6,Real (base pública)
2024,8,2024-08-01,Supermercados,Postres y Tartas,1641047.12,390725.5,Real (base pública)
2024,9,2024-09-01,Supermercados,Postres y Tartas,1070467.05,254873.1,Real (base pública)
2024,10,2024-10-01,Supermercados,Postres y Tartas,651193.04,155045.9,Real (base pública)
2024,11,2024-11-01,Supermercados,Postres y Tartas,428660.62,102062.1,Real (base pública)
2024,12,2024-12-01,Supermercados,Postres y Tartas,416418.87,99147.4,Real (base pública)
2024,1,2024-01-01,Supermercados,Cucuruchos/Sándwich,259127.39,61697.0,Real (base pública)
2024,2,2024-02-01,Supermercados,Cucuruchos/Sándwich,267155.34,63608.4,Real (base pública)
2024,3,2024-03-01,Supermercados,Cucuruchos/Sándwich,395191.13,94093.2,Real (base pública)
2024,4,2024-04-01,Supermercados,Cucuruchos/Sándwich,524586.56,124901.6,Real (base pública)
2024,5,2024-05-01,Supermercados,Cucuruchos/Sándwich,669340.99,159366.9,Real (base pública)
2024,6,2024-06-01,Supermercados,Cucuruchos/Sándwich,1009803.9,240429.5,Real (base pública)
2024,7,2024-07-01,Supermercados,Cucuruchos/Sándwich,1140628.86,271578.3,Real (base pública)
2024,8,2024-08-01,Supermercados,Cucuruchos/Sándwich,1184481.57,282019.4,Real (base pública)
2024,9,2024-09-01,Supermercados,Cucuruchos/Sándwich,729445.38,173677.4,Real (base pública)
2024,10,2024-10-01,Supermercados,Cucuruchos/Sándwich,434411.5,103431.3,Real (base pública)
2024,11,2024-11-01,Supermercados,Cucuruchos/Sándwich,283829.45,67578.4,Real (base pública)
2024,12,2024-12-01,Supermercados,Cucuruchos/Sándwich,281559.65,67038.0,Real (base pública)
2024,1,2024-01-01,Supermercados,Yogur helado,182913.39,43550.8,Real (base pública)
2024,2,2024-02-01,Supermercados,Yogur helado,191559.94,45609.5,Real (base pública)
2024,3,2024-03-01,Supermercados,Yogur helado,289852.87,69012.6,Real (base pública)
2024,4,2024-04-01,Supermercados,Yogur helado,331135.18,78841.7,Real (base pública)
2024,5,2024-05-01,Supermercados,Yogur helado,519918.83,123790.2,Real (base pública)
2024,6,2024-06-01,Supermercados,Yogur helado,659691.4,157069.4,Real (base pública)
2024,7,2024-07-01,Supermercados,Yogur helado,815189.41,194092.7,Real (base pública)
2024,8,2024-08-01,Supermercados,Yogur helado,824539.31,196318.9,Real (base pública)
2024,9,2024-09-01,Supermercados,Yogur helado,518400.96,123428.8,Real (base pública)
2024,10,2024-10-01,Supermercados,Yogur helado,334515.74,79646.6,Real (base pública)
2024,11,2024-11-01,Supermercados,Yogur helado,231799.01,55190.2,Real (base pública)
2024,12,2024-12-01,Supermercados,Yogur helado,194844.53,46391.6,Real (base pública)
2024,1,2024-01-01,Hostelería (HORECA),Tarrinas,294438.5,45298.3,Real (base pública)
2024,2,2024-02-01,Hostelería (HORECA),Tarrinas,296293.96,45583.7,Real (base pública)
2024,3,2024-03-01,Hostelería (HORECA),Tarrinas,451291.33,69429.4,Real (base pública)
2024,4,2024-04-01,Hostelería (HORECA),Tarrinas,606000.81,93230.9,Real (base pública)
2024,5,2024-05-01,Hostelería (HORECA),Tarrinas,715580.78,110089.3,Real (base pública)
2024,6,2024-06-01,Hostelería (HORECA),Tarrinas,1055318.72,162356.7,Real (base pública)
2024,7,2024-07-01,Hostelería (HORECA),Tarrinas,1356991.16,208767.9,Real (base pública)
2024,8,2024-08-01,Hostelería (HORECA),Tarrinas,1274460.53,196070.8,Real (base pública)
2024,9,2024-09-01,Hostelería (HORECA),Tarrinas,863621.35,132864.8,Real (base pública)
2024,10,2024-10-01,Hostelería (HORECA),Tarrinas,517732.67,79651.2,Real (base pública)
2024,11,2024-11-01,Hostelería (HORECA),Tarrinas,346930.94,53374.0,Real (base pública)
2024,12,2024-12-01,Hostelería (HORECA),Tarrinas,311587.79,47936.6,Real (base pública)
2024,1,2024-01-01,Hostelería (HORECA),Bombones y Palo,259247.22,39884.2,Real (base pública)
2024,2,2024-02-01,Hostelería (HORECA),Bombones y Palo,275623.39,42403.6,Real (base pública)
2024,3,2024-03-01,Hostelería (HORECA),Bombones y Palo,387457.46,59608.8,Real (base pública)
2024,4,2024-04-01,Hostelería (HORECA),Bombones y Palo,479801.46,73815.6,Real (base pública)
2024,5,2024-05-01,Hostelería (HORECA),Bombones y Palo,690367.19,106210.3,Real (base pública)
2024,6,2024-06-01,Hostelería (HORECA),Bombones y Palo,931962.28,143378.8,Real (base pública)
2024,7,2024-07-01,Hostelería (HORECA),Bombones y Palo,1165621.56,179326.4,Real (base pública)
2024,8,2024-08-01,Hostelería (HORECA),Bombones y Palo,1092372.98,168057.4,Real (base pública)
2024,9,2024-09-01,Hostelería (HORECA),Bombones y Palo,745482.12,114689.6,Real (base pública)
2024,10,2024-10-01,Hostelería (HORECA),Bombones y Palo,510685.77,78567.0,Real (base pública)
2024,11,2024-11-01,Hostelería (HORECA),Bombones y Palo,312417.09,48064.2,Real (base pública)
2024,12,2024-12-01,Hostelería (HORECA),Bombones y Palo,267724.66,41188.4,Real (base pública)
2024,1,2024-01-01,Hostelería (HORECA),Postres y Tartas,199735.9,30728.6,Real (base pública)
2024,2,2024-02-01,Hostelería (HORECA),Postres y Tartas,205083.16,31551.3,Real (base pública)
2024,3,2024-03-01,Hostelería (HORECA),Postres y Tartas,263228.31,40496.7,Real (base pública)
2024,4,2024-04-01,Hostelería (HORECA),Postres y Tartas,357844.31,55053.0,Real (base pública)
2024,5,2024-05-01,Hostelería (HORECA),Postres y Tartas,493406.73,75908.8,Real (base pública)
2024,6,2024-06-01,Hostelería (HORECA),Postres y Tartas,719863.31,110748.2,Real (base pública)
2024,7,2024-07-01,Hostelería (HORECA),Postres y Tartas,880099.84,135400.0,Real (base pública)
2024,8,2024-08-01,Hostelería (HORECA),Postres y Tartas,930303.49,143123.6,Real (base pública)
2024,9,2024-09-01,Hostelería (HORECA),Postres y Tartas,574497.82,88384.3,Real (base pública)
2024,10,2024-10-01,Hostelería (HORECA),Postres y Tartas,352004.2,54154.5,Real (base pública)
2024,11,2024-11-01,Hostelería (HORECA),Postres y Tartas,239840.46,36898.5,Real (base pública)
2024,12,2024-12-01,Hostelería (HORECA),Postres y Tartas,186209.2,28647.5,Real (base pública)
2024,1,2024-01-01,Hostelería (HORECA),Cucuruchos/Sándwich,133447.31,20530.4,Real (base pública)
2024,2,2024-02-01,Hostelería (HORECA),Cucuruchos/Sándwich,152196.8,23414.9,Real (base pública)
2024,3,2024-03-01,Hostelería (HORECA),Cucuruchos/Sándwich,189999.78,29230.7,Real (base pública)
2024,4,2024-04-01,Hostelería (HORECA),Cucuruchos/Sándwich,278872.4,42903.4,Real (base pública)
2024,5,2024-05-01,Hostelería (HORECA),Cucuruchos/Sándwich,387474.49,59611.5,Real (base pública)
2024,6,2024-06-01,Hostelería (HORECA),Cucuruchos/Sándwich,502268.76,77272.2,Real (base pública)
2024,7,2024-07-01,Hostelería (HORECA),Cucuruchos/Sándwich,634977.02,97688.8,Real (base pública)
2024,8,2024-08-01,Hostelería (HORECA),Cucuruchos/Sándwich,669065.31,102933.2,Real (base pública)
2024,9,2024-09-01,Hostelería (HORECA),Cucuruchos/Sándwich,399278.58,61427.4,Real (base pública)
2024,10,2024-10-01,Hostelería (HORECA),Cucuruchos/Sándwich,252224.18,38803.7,Real (base pública)
2024,11,2024-11-01,Hostelería (HORECA),Cucuruchos/Sándwich,157500.66,24230.8,Real (base pública)
2024,12,2024-12-01,Hostelería (HORECA),Cucuruchos/Sándwich,140321.19,21587.8,Real (base pública)
2024,1,2024-01-01,Hostelería (HORECA),Yogur helado,98120.93,15095.5,Real (base pública)
2024,2,2024-02-01,Hostelería (HORECA),Yogur helado,100196.76,15414.8,Real (base pública)
2024,3,2024-03-01,Hostelería (HORECA),Yogur helado,147072.74,22626.5,Real (base pública)
2024,4,2024-04-01,Hostelería (HORECA),Yogur helado,183919.31,28295.2,Real (base pública)
